date;latitude;longitude;time;cluster_center_lat;cluster_center_lon;Country/Sea;Region;DAY/NIGHT;cluster_category;cluster_indicators;ndetection;cluster_number;point_indicators
2026-08-13;18.03649;52.29871;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CaCO3,HNO3,CO
2026-08-13;18.03705;54.94208;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.04429;52.77578;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3
2026-08-13;18.06525;53.07048;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.07372;50.28985;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.0894;47.47274;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.119;51.83834;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.13164;53.12008;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3,CO2
2026-08-13;18.15404;51.66546;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO
2026-08-13;18.17071;49.74578;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO
2026-08-13;18.19553;52.33516;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.19697;54.98328;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.21223;49.53834;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.24798;54.69018;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.2816;53.66108;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3
2026-08-13;18.28463;54.52448;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.28738;52.70705;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3
2026-08-13;18.33413;54.23664;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.36446;51.40057;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.37354;50.35581;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO
2026-08-13;18.379;53.14339;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.45186;50.90955;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.46769;55.23064;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.50869;52.64237;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3
2026-08-13;18.59639;54.59893;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.66538;48.59278;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;18.66651;55.10021;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CaCO3,HNO3
2026-08-13;18.67214;55.1348;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;NH3
2026-08-13;18.68229;49.64014;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO
2026-08-13;18.71797;54.80559;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.74373;49.26463;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HCOOH
2026-08-13;18.74708;53.52979;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3,CO2
2026-08-13;18.75468;54.63946;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.82238;53.83128;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;HNO3,CO2
2026-08-13;18.84049;54.18864;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.84597;50.46146;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;18.88206;55.6478;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.888;53.90369;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.92323;53.74115;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;18.93505;49.91293;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;18.97592;55.17588;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;19.01681;50.49875;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;19.02735;47.66414;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;19.02844;54.88373;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;19.0442;55.69046;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;19.11093;49.95074;2026-08-13 06:08:46;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;19.1358;52.55449;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;CO2
2026-08-13;19.1523;54.26336;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
2026-08-13;19.1533;51.33455;2026-08-13 17:17:50;21.06677;51.968433;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;C2H4:2,CO2:5,HCOOH:71,HNO3:15,NH3:2;95;L3_0005;CO2
2026-08-13;19.20045;53.98004;2026-08-13 06:05:50;20.099016;52.14444;Saudi Arabia;Ash-Sharqīyah;DAY;fire_type_1;C2H4:7,CO:39,CO2:106,HCOOH:28,HNO3:109;289;L3_0006;HNO3
