date;cluster_center_lat;cluster_center_lon;Country/Sea;Region;DAY/NIGHT;cluster_category;cluster_indicators;ndetection;cluster_number;indicators
2024-07-23;30.467901;-82.563385;United States;Florida;DAY;Unclassified;NH3:2;2;L2_6;
2024-07-23;-66.05408;-167.65916;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_7;
2024-07-23;-35.51657;58.467773;Indian Ocean;;NIGHT;Unclassified;CaCO3:1;1;L2_8;
2024-07-23;29.982819;31.127756;Egypt;Al Jizah;NIGHT;Unclassified;C2H4:4,CH3OH:1,HCOOH:7,HNO3:13,CO:3,CO2:9,NH3:8,SO2:8;53;L2_10;
2024-07-23;-82.43265;-42.480095;Antarctica;;NIGHT;Unclassified;C2H4:1;1;L2_11;
2024-07-23;-73.50283;-138.27356;Southern Ocean;;NIGHT;Unclassified;HCOOH:2,HNO3:6;8;L2_12;
2024-07-23;31.88119;33.45947;Mediterranean Sea - Eastern Basin;;DAY;Unclassified;C2H2:15,C2H4:12,CaCO3:20,CH3OH:7,HCN:1,HCOOH:5,HNO3:23,CO:95,CO2:58,NH3:52,SO2:23;311;L2_9;
2024-07-23;-6.6298904;-155.48004;South Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_13;
2024-07-23;4.423202;-161.40968;North Pacific Ocean;;DAY;Unclassified;NH3:3;3;L2_14;
2024-07-23;24.37591;-159.69041;North Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_15;
2024-07-23;26.115816;114.81539;China;Jiangxi;DAY;Unclassified;NH3:2;2;L2_16;
2024-07-23;28.665709;-53.092266;North Atlantic Ocean;;NIGHT;Unclassified;NH3:1;1;L2_17;
2024-07-23;38.53854;116.0354;China;Hebei;DAY;Unclassified;NH3:1;1;L2_18;
2024-07-23;43.98241;-54.248158;North Atlantic Ocean;;NIGHT;Unclassified;CH3OH:1;1;L2_19;
2024-07-23;47.460262;-75.41926;Canada;Québec;NIGHT;Unclassified;HCOOH:4;4;L2_20;
2024-07-23;56.654022;134.12903;Russian Federation;Khabarovsk;DAY;Unclassified;NH3:2;2;L2_21;
2024-07-23;60.6609;120.80779;Russian Federation;Sakha;DAY;Unclassified;C2H4:3,HCOOH:2,CO:6,NH3:1;12;L2_22;
2024-07-23;68.18812;143.392;Russian Federation;Sakha;DAY;Unclassified;CO:1;1;L2_24;
2024-07-23;69.33351;149.52011;Russian Federation;Sakha;DAY;Unclassified;NH3:2;2;L2_25;
2024-07-23;74.13169;158.08247;East Siberian Sea;;DAY;Unclassified;HCOOH:1;1;L2_26;
2024-07-23;74.36222;151.52063;East Siberian Sea;;DAY;Unclassified;HCOOH:1;1;L2_27;
2024-07-23;-13.631552;37.36911;Mozambique;Nassa;DAY;Unclassified;NH3:2;2;L2_28;
2024-07-23;4.339399;40.34042;Ethiopia;Somali;DAY;Unclassified;CO2:5,NH3:2;7;L2_30;
2024-07-23;43.237225;-125.92213;North Pacific Ocean;;NIGHT;Unclassified;C2H4:2,NH3:1;3;L2_31;
2024-07-23;50.712597;45.06093;Russian Federation;Volgograd;DAY;Unclassified;C2H2:1;1;L2_32;
2024-07-23;64.99912;-128.17326;Canada;Northwest Territories;NIGHT;Unclassified;C2H4:1;1;L2_34;
2024-07-23;73.56483;-168.41353;Arctic Ocean;;DAY;Unclassified;NH3:1;1;L2_35;
2024-07-23;74.50512;-173.3314;Arctic Ocean;;DAY;Unclassified;NH3:1;1;L2_36;
2024-07-23;-22.723162;-42.274418;Brazil;Rio de Janeiro;NIGHT;Unclassified;NH3:1;1;L2_37;
2024-07-23;-20.22199;-48.05011;Brazil;São Paulo;NIGHT;Unclassified;CO:1;1;L2_38;
2024-07-23;-14.458828;135.79091;Arafura Sea;;DAY;Unclassified;CO2:2;2;L2_39;
2024-07-23;-77.935265;-89.274536;Antarctica;;NIGHT;Unclassified;C2H2:9,HCN:1;10;L2_41;
2024-07-23;-46.55081;-138.57516;South Pacific Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_42;
2024-07-23;-19.78064;-155.81146;South Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_43;
2024-07-23;-17.020147;-150.16154;South Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_44;
2024-07-23;-2.9853299;-149.8548;South Pacific Ocean;;NIGHT;Unclassified;HCOOH:1,CO2:1;2;L2_45;
2024-07-23;23.661839;-164.34007;North Pacific Ocean;;NIGHT;Unclassified;CO2:1;1;L2_46;
2024-07-23;57.851303;-155.24745;United States;Alaska;NIGHT;Unclassified;NH3:1;1;L2_47;
2024-07-23;0.82222533;-101.94484;North Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_48;
2024-07-23;26.502317;80.2436;India;Uttar Pradesh;DAY;Unclassified;CO:1;1;L2_49;
2024-07-23;41.04658;83.28122;China;Xinjiang Uygur;DAY;Unclassified;C2H4:1,HCOOH:1,HNO3:4,CO:7,CO2:4,NH3:2,SO2:8;27;L2_50;
2024-07-23;39.899353;-120.478355;United States;California;NIGHT;Unclassified;C2H4:3,CaCO3:1,CO:3,CO2:1,NH3:4;12;L2_53;
2024-07-23;43.359806;-100.45087;United States;South Dakota;NIGHT;Unclassified;C2H4:1,HCOOH:3;4;L2_55;
2024-07-23;52.19465;80.06892;Russian Federation;Altay;DAY;Unclassified;NH3:2;2;L2_56;
2024-07-23;53.198013;-119.589775;Canada;British Columbia;NIGHT;Unclassified;C2H4:2;2;L2_58;
2024-07-23;58.709106;-118.51637;Canada;Alberta;NIGHT;Unclassified;HCOOH:3;3;L2_60;
2024-07-23;63.132256;-133.42216;Canada;Yukon;DAY;Unclassified;C2H4:6,CH3OH:1,HNO3:1,NH3:1;9;L2_33;
2024-07-23;64.16325;73.77483;Russian Federation;Yamal-Nenets;DAY;Unclassified;NH3:2;2;L2_61;
2024-07-23;76.37823;-151.90182;Arctic Ocean;;DAY;Unclassified;CaCO3:2;2;L2_62;
2024-07-23;85.32295;59.4122;Arctic Ocean;;DAY;Unclassified;NH3:1;1;L2_63;
2024-07-23;86.662994;54.941936;Arctic Ocean;;DAY;Unclassified;NH3:1;1;L2_64;
2024-07-23;-67.66678;-76.44761;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_65;
2024-07-23;-65.71941;-91.86085;Southern Ocean;;NIGHT;Unclassified;HNO3:4;4;L2_4;
2024-07-23;-12.21241;78.23768;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_66;
2024-07-23;39.010178;105.57774;China;Nei Mongol;DAY;Unclassified;HCOOH:2,CO2:2;4;L2_67;
2024-07-23;45.38562;111.448715;Mongolia;Dornogovi;DAY;Unclassified;SO2:1;1;L2_68;
2024-07-23;53.817627;115.37752;Russian Federation;Zabaykal'ye;DAY;Unclassified;CO:8,CO2:3,NH3:1;12;L2_70;
2024-07-23;64.72935;113.485725;Russian Federation;Sakha;DAY;Unclassified;C2H4:1;1;L2_71;
2024-07-23;66.82823;134.09306;Russian Federation;Sakha;DAY;Unclassified;CO:1;1;L2_72;
2024-07-23;16.698742;146.23085;North Pacific Ocean;;DAY;Unclassified;C2H4:1;1;L2_73;
2024-07-23;21.139439;150.5354;North Pacific Ocean;;DAY;Unclassified;HCN:1;1;L2_74;
2024-07-23;27.803488;163.16669;North Pacific Ocean;;DAY;Unclassified;HNO3:2;2;L2_75;
2024-07-23;65.32548;-161.69337;United States;Alaska;DAY;Unclassified;NH3:1;1;L2_76;
2024-07-23;-8.156926;-140.52373;South Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_77;
2024-07-23;1.8248062;-146.11577;North Pacific Ocean;;DAY;Unclassified;C2H4:2;2;L2_78;
2024-07-23;3.9399714;-135.32361;North Pacific Ocean;;DAY;Unclassified;HCOOH:2;2;L2_79;
2024-07-23;35.614758;-115.13384;United States;Nevada;DAY;Unclassified;C2H2:2,CaCO3:1,CH3OH:2,HCOOH:4,CO:14,CO2:7,NH3:4;34;L2_52;
2024-07-23;47.29567;-119.49552;United States;Washington;DAY;Unclassified;CO:4,CO2:3;7;L2_80;
2024-07-23;53.10117;-117.11707;Canada;Alberta;DAY;Unclassified;C2H4:1;1;L2_57;
2024-07-23;55.57105;-107.059044;Canada;Saskatchewan;DAY;Unclassified;HCOOH:1,CO:1;2;L2_81;
2024-07-23;62.108273;-115.49796;Canada;Northwest Territories;DAY;Unclassified;C2H2:1,CaCO3:1,HCOOH:3,NH3:1;6;L2_59;
2024-07-23;61.115902;-109.58418;Canada;Northwest Territories;DAY;Unclassified;CO:1;1;L2_82;
2024-07-23;64.78397;-103.6071;Canada;Nunavut;DAY;Unclassified;C2H4:1,CO:1;2;L2_83;
2024-07-23;-17.894281;112.463745;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_84;
2024-07-23;33.810898;89.5985;China;Xizang;NIGHT;Unclassified;NH3:1;1;L2_85;
2024-07-23;36.47404;80.34573;China;Xinjiang Uygur;NIGHT;Unclassified;HCOOH:2,HNO3:1,NH3:2;5;L2_51;
2024-07-23;42.241447;95.73326;China;Xinjiang Uygur;NIGHT;Unclassified;HCOOH:1;1;L2_86;
2024-07-23;78.82361;41.498154;Barentsz Sea;;DAY;Unclassified;NH3:2;2;L2_87;
2024-07-23;-48.10082;-70.99013;Argentina;Santa Cruz;NIGHT;Unclassified;C2H2:1,C2H4:2,HCN:3;6;L2_89;
2024-07-23;-6.61906;-82.45203;South Pacific Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_90;
2024-07-23;-0.71058196;-78.74503;Ecuador;Cotopaxi;NIGHT;Unclassified;NH3:2;2;L2_91;
2024-07-23;16.09614;-80.29416;Caribbean Sea;;NIGHT;Unclassified;C2H4:1;1;L2_92;
2024-07-23;41.92844;-85.803055;United States;Michigan;NIGHT;Unclassified;NH3:4;4;L2_93;
2024-07-23;51.981037;-76.183876;Canada;Québec;NIGHT;Unclassified;CaCO3:1;1;L2_94;
2024-07-23;53.74769;-98.91854;Canada;Manitoba;NIGHT;Unclassified;NH3:2;2;L2_96;
2024-07-23;-44.91444;162.28516;Tasman Sea;;DAY;Unclassified;NH3:2;2;L2_97;
2024-07-23;-39.292088;-7.573109;South Atlantic Ocean;;NIGHT;Unclassified;CaCO3:1;1;L2_98;
2024-07-23;-34.627033;-13.98415;South Atlantic Ocean;;NIGHT;Unclassified;C2H2:1;1;L2_99;
2024-07-23;-29.037489;-6.512449;South Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_100;
2024-07-23;-9.03811;-13.5352;South Atlantic Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_101;
2024-07-23;3.1436453;-19.90034;North Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_102;
2024-07-23;-15.823467;-45.725357;Brazil;Minas Gerais;DAY;Unclassified;C2H4:2;2;L2_103;
2024-07-23;-11.027549;-48.808357;Brazil;Tocantins;DAY;Unclassified;CO2:1;1;L2_104;
2024-07-23;-5.087688;-34.747;South Atlantic Ocean;;DAY;Unclassified;NH3:2;2;L2_105;
2024-07-23;-0.56167126;163.7393;South Pacific Ocean;;NIGHT;Unclassified;HNO3:1,CO:1,NH3:2;4;L2_106;
2024-07-23;14.059458;156.58353;North Pacific Ocean;;NIGHT;Unclassified;C2H4:2;2;L2_107;
2024-07-23;17.127388;-27.940886;North Atlantic Ocean;;DAY;Unclassified;CO:1;1;L2_108;
2024-07-23;47.063583;154.34946;North Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_109;
2024-07-23;68.40324;23.56774;Finland;Lapland;DAY;Unclassified;NH3:1;1;L2_110;
2024-07-23;69.192696;-12.975634;Greenland Sea;;DAY;Unclassified;C2H4:2;2;L2_111;
2024-07-23;-23.293459;12.41832;South Atlantic Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_113;
2024-07-23;-1.0304706;6.591053;South Atlantic Ocean;;NIGHT;Unclassified;CO2:2;2;L2_114;
2024-07-23;10.67301;174.02397;North Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_115;
2024-07-23;32.9959;-171.92111;North Pacific Ocean;;DAY;Unclassified;C2H4:1;1;L2_116;
2024-07-23;64.13724;-144.44144;United States;Alaska;DAY;Unclassified;C2H4:1;1;L2_117;
2024-07-23;-5.880271;-109.66735;South Pacific Ocean;;DAY;Unclassified;HNO3:2;2;L2_118;
2024-07-23;-5.615909;84.52157;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_119;
2024-07-23;42.128876;-101.41162;United States;Nebraska;DAY;Unclassified;CH3OH:2,HCOOH:1,CO2:1;4;L2_54;
2024-07-23;49.130306;-98.37621;Canada;Manitoba;DAY;Unclassified;C2H4:2;2;L2_95;
2024-07-23;57.553207;45.842434;Russian Federation;Nizhegorod;DAY;Unclassified;C2H4:2;2;L2_120;
2024-07-23;59.241234;-95.54691;Canada;Manitoba;DAY;Unclassified;NH3:2;2;L2_121;
2024-07-23;-81.01292;-76.02411;Antarctica;;NIGHT;Unclassified;HNO3:2;2;L2_122;
2024-07-23;-46.07529;48.172863;Indian Ocean;;DAY;Unclassified;C2H4:2;2;L2_123;
2024-07-23;-21.40327;-121.56571;South Pacific Ocean;;NIGHT;Unclassified;HCOOH:1;1;L2_125;
2024-07-23;-15.904897;58.72922;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_126;
2024-07-23;-15.425628;-122.87418;South Pacific Ocean;;NIGHT;Unclassified;CO:1,NH3:1;2;L2_127;
2024-07-23;-9.06148;68.41544;Indian Ocean;;DAY;Unclassified;HNO3:1;1;L2_128;
2024-07-23;-8.007893;-131.35812;South Pacific Ocean;;NIGHT;Unclassified;SO2:2;2;L2_129;
2024-07-23;-77.50693;-158.18616;Southern Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_130;
2024-07-23;-76.126236;-153.61142;Southern Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_131;
2024-07-23;-35.01354;151.92116;Tasman Sea;;NIGHT;Unclassified;NH3:1;1;L2_132;
2024-07-23;-16.45932;132.54057;Australia;Northern Territory;NIGHT;Unclassified;HNO3:1;1;L2_40;
2024-07-23;-8.202671;131.81664;Arafura Sea;;NIGHT;Unclassified;NH3:1;1;L2_133;
2024-07-23;30.332533;130.25742;Eastern China Sea;;NIGHT;Unclassified;NH3:1;1;L2_134;
2024-07-23;47.8127;114.080154;Mongolia;Dornod;NIGHT;Unclassified;NH3:2;2;L2_69;
2024-07-23;53.89208;122.4693;Russian Federation;Amur;NIGHT;Unclassified;C2H4:1;1;L2_135;
2024-07-23;-34.119755;-165.63876;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_136;
2024-07-23;25.859879;179.49046;North Pacific Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_137;
2024-07-23;32.955647;173.51602;North Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_138;
2024-07-23;41.77941;162.30902;North Pacific Ocean;;NIGHT;Unclassified;HCN:2;2;L2_139;
2024-07-23;76.56243;51.249947;Barentsz Sea;;DAY;Unclassified;HNO3:1;1;L2_140;
2024-07-23;77.44516;56.367058;Barentsz Sea;;DAY;Unclassified;HNO3:1;1;L2_141;
2024-07-23;-43.833626;46.398453;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_124;
2024-07-23;-17.683022;44.006268;Madagascar;Mahajanga;NIGHT;Unclassified;HNO3:1;1;L2_142;
2024-07-23;-17.25924;39.269855;Mozambique Channel;;NIGHT;Unclassified;C2H4:1;1;L2_29;
2024-07-23;-15.04798;24.855045;Zambia;Western;NIGHT;Unclassified;HNO3:1;1;L2_143;
2024-07-23;52.14522;18.662838;Poland;Wielkopolskie;NIGHT;Unclassified;CaCO3:1;1;L2_144;
2024-07-23;70.13674;-116.43849;Canada;Northwest Territories;DAY;Unclassified;HNO3:1;1;L2_145;
2024-07-23;-24.702547;16.89301;Namibia;Hardap;DAY;Unclassified;HCOOH:1,SO2:8;9;L2_112;
2024-07-23;16.801;11.458129;Niger;Zinder;DAY;Unclassified;SO2:1;1;L2_146;
2024-07-23;39.86415;14.059966;Tyrrhenian Sea;;DAY;Unclassified;HCN:1,CO:1,NH3:1;3;L2_147;
2024-07-23;39.56377;20.96471;Greece;Epirus and Western Macedonia;DAY;Unclassified;CaCO3:1;1;L2_148;
2024-07-23;40.83318;27.03167;Turkiye;Tekirdag;DAY;Unclassified;CO:1;1;L2_149;
2024-07-23;47.15224;33.625774;Ukraine;Kherson;DAY;Unclassified;CO:1;1;L2_150;
2024-07-23;71.76077;39.881123;Barentsz Sea;;DAY;Unclassified;C2H4:2;2;L2_151;
2024-07-23;-49.703934;-69.493385;Argentina;Santa Cruz;DAY;Unclassified;C2H4:1,HCN:2,HNO3:1,NH3:1;5;L2_88;
2024-07-23;-22.302715;-65.2969;Argentina;Jujuy;DAY;Unclassified;NH3:2;2;L2_152;
2024-07-23;-16.894138;-59.137188;Bolivia;Santa Cruz;DAY;Unclassified;CO:1;1;L2_153;
2024-07-23;15.529409;-62.365032;Caribbean Sea;;DAY;Unclassified;HNO3:1;1;L2_154;
2024-07-23;60.93784;120.59023;Russian Federation;Sakha;NIGHT;Unclassified;CO:1;1;L2_23;
2024-07-24;-67.05685;-107.20082;Southern Ocean;;NIGHT;others;HNO3_1:5;5;L3_4;
2024-07-24;-66.64409;-84.99508;Southern Ocean;;NIGHT;others;HNO3_1:6;6;L3_8;
2024-07-24;-66.07719;-92.289764;Southern Ocean;;NIGHT;others;HNO3_1:12;12;L3_6;
2024-07-24;26.26574;53.64326;Persian Gulf;;DAY;fire_type_1;C2H4_1:25,CO2_1:123,CO2_2:55,CO_3:73,HCOOH_1:20,HNO3_1:103,NH3_1:6,NH3_2:5;410;L3_3;
2024-07-24;19.584597;-9.299813;Mauritania;Tagant;DAY;fire_type_1;C2H4_1:2,CO2_1:3,CO_3:1,HNO3_1:1;7;L3_5;
2024-07-24;28.314484;1.2418001;Algeria;Adrar;DAY;fire_type_1;C2H4_1:10,CO2_1:77,CO2_2:12,CO_3:22,HCOOH_1:4,HNO3_1:10;135;L3_7;
2024-07-24;27.03503;29.897625;Egypt;Al Wadi al Jadid;DAY;fire_type_1;C2H4_1:16,CO2_1:14,CO2_2:14,CO_3:13,HCOOH_1:2,HNO3_1:16;75;L3_9;
2024-07-24;31.755016;76.48545;India;Himachal Pradesh;DAY;volcano;CO2_1:1,CO2_2:28,CO_3:2,HCOOH_1:33,NH3_1:17,NH3_2:16,SO2_3:4,SO2_4:0,SO2_6:0;101;L3_11;
2024-07-24;31.520391;24.232958;Libya;Al Butnan;NIGHT;others;C2H4_1:3,HCOOH_1:2,SO2_4:21,SO2_6:6;32;L3_10;
2024-07-24;32.402573;96.29624;China;Qinghai;DAY;fire;HCOOH_1:1,NH3_1:15,NH3_2:6;22;L3_16;
2024-07-24;32.810772;22.257923;Libya;Darnah;DAY;others;CO_3:1,HNO3_1:1,SO2_4:19;21;L3_15;
2024-07-24;34.805325;-116.1048;United States;California;DAY;fire_type_1;C2H4_1:1,CO2_1:7,CO_1:13,CO_3:3,HCOOH_1:8,NH3_2:4;36;L3_13;
2024-07-24;33.654125;90.01681;China;Qinghai;DAY;fire;HCOOH_1:2,NH3_1:13,NH3_2:12;27;L3_17;
2024-07-24;44.37755;-108.35022;United States;Wyoming;DAY;fire;C2H4_1:2,CO_3:4,HCOOH_1:77,NH3_2:3,NH3_3:1;87;L3_18;
2024-07-24;34.66073;29.739079;Mediterranean Sea - Eastern Basin;;DAY;others;SO2_4:2;2;L3_27;
2024-07-24;34.82144;34.149307;Mediterranean Sea - Eastern Basin;;NIGHT;extrem;SO2_2 SO2_3 SO2_4 SO2_5 SO2_6 Band_2;6;L3_2;
2024-07-24;40.939056;59.49872;Turkmenistan;Daşoguz;DAY;fire_type_1;CO2_1:42,CO2_2:6,CO_3:6,NH3_2:3,NH3_3:2;59;L3_19;
2024-07-24;40.997814;92.48203;China;Xinjiang Uygur;DAY;volcano;CO2_1:3,CO2_2:5,CO_3:5,HCOOH_1:1,NH3_2:1,NH3_3:2,SO2_3:0,SO2_4:0,SO2_6:1;18;L3_21;
2024-07-24;39.922882;84.24236;China;Xinjiang Uygur;DAY;fire;CO2_1:41,CO2_2:1,HCOOH_1:1,NH3_2:1;44;L3_20;
2024-07-24;44.950817;-118.14153;United States;Oregon;DAY;fire_type_1;CO2_1:2,CO_3:5,NH3_2:1,NH3_3:2;10;L3_22;
2024-07-24;46.719296;-96.64045;United States;Minnesota;NIGHT;fire;HCOOH_1:4,NH3_3:2;6;L3_12;
2024-07-24;52.43778;-116.78492;Canada;Alberta;DAY;extrem;HCOOH_1 CO_1 CO_2 CO_3 CO2_1 CO2_2 Band_1 Band_3;8;L3_1;
2024-07-24;53.397102;168.69945;North Pacific Ocean;;DAY;volcano;SO2_3:16,SO2_4:32,SO2_6:15;63;L3_23;
2024-07-24;57.13448;-112.80812;Canada;Alberta;NIGHT;fire;C2H4_1:47,CO_3:31;78;L3_14;
2024-07-24;58.75506;-105.98421;Canada;Saskatchewan;DAY;fire_type_1;C2H4_1:24,CO2_1:2,CO_3:10,HCOOH_1:23,NH3_2:2;61;L3_24;
2024-07-24;57.587833;-94.90526;Canada;Manitoba;DAY;fire;C2H4_1:4,CO_3:7,HCOOH_1:4;15;L3_25;
2024-07-24;62.59733;120.086494;Russian Federation;Sakha;DAY;fire_type_1;CO2_1:7,CO_3:13,HCOOH_1:1;21;L3_26;
2024-07-24;-72.54413;-87.10146;Southern Ocean;;NIGHT;Unclassified;C2H4:1,HNO3:1;2;L2_1;
2024-07-24;-17.359322;35.729572;Mozambique;Zambezia;DAY;Unclassified;C2H4:1;1;L2_2;
2024-07-24;-11.593616;41.08015;Mozambique Channel;;DAY;Unclassified;HNO3:2;2;L2_3;
2024-07-24;16.114063;39.401302;Red Sea;;DAY;Unclassified;NH3:2;2;L2_4;
2024-07-24;34.072018;53.7279;Iran;Esfahan;DAY;Unclassified;C2H2:6,C2H4:21,CaCO3:17,CH3OH:9,HCOOH:3,HNO3:32,CO:72,CO2:30,NH3:52,SO2:40;282;L2_6;
2024-07-24;61.200848;57.67593;Russian Federation;Perm';DAY;Unclassified;C2H2:2;2;L2_8;
2024-07-24;65.89732;45.499588;Russian Federation;Arkhangel'sk;DAY;Unclassified;CaCO3:1;1;L2_9;
2024-07-24;30.271328;119.68788;China;Zhejiang;NIGHT;Unclassified;C2H4:1;1;L2_10;
2024-07-24;53.85521;116.19886;Russian Federation;Zabaykal'ye;NIGHT;Unclassified;C2H4:1,CO:10,CO2:4,NH3:1;16;L2_12;
2024-07-24;60.39565;124.78909;Russian Federation;Sakha;NIGHT;Unclassified;CH3OH:1,SO2:1;2;L2_13;
2024-07-24;69.166275;-29.717607;Greenland;Sermersooq;DAY;Unclassified;NH3:2;2;L2_14;
2024-07-24;-58.623936;73.56285;Indian Ocean;;NIGHT;Unclassified;C2H4:2;2;L2_15;
2024-07-24;-57.21277;79.49733;Indian Ocean;;NIGHT;Unclassified;NH3:1;1;L2_16;
2024-07-24;-19.05105;64.04733;Indian Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_17;
2024-07-24;29.98235;47.887566;Kuwait;Al Jahrah;NIGHT;Unclassified;C2H4:1,CaCO3:3,HCOOH:11,HNO3:17,CO:2,CO2:6,NH3:18,SO2:1;59;L2_7;
2024-07-24;12.504606;-179.56862;North Pacific Ocean;;NIGHT;Unclassified;CaCO3:2;2;L2_18;
2024-07-24;25.706041;1.6621541;Algeria;Tamanghasset;DAY;Unclassified;C2H2:1,C2H4:2,CaCO3:5,CH3OH:2,HNO3:1,CO:15,CO2:15,NH3:15,SO2:9;65;L2_19;
2024-07-24;38.90239;-6.697353;Spain;Extremadura;DAY;Unclassified;CH3OH:1,HNO3:1,CO:1,CO2:2;5;L2_21;
2024-07-24;46.53794;-0.39917997;France;Nouvelle-Aquitaine;DAY;Unclassified;NH3:1;1;L2_23;
2024-07-24;55.441742;28.401222;Belarus;Vitebsk;DAY;Unclassified;NH3:1;1;L2_24;
2024-07-24;76.32756;160.75049;Arctic Ocean;;DAY;Unclassified;HCOOH:1;1;L2_25;
2024-07-24;-58.246155;-109.34571;South Pacific Ocean;;DAY;Unclassified;NH3:1;1;L2_26;
2024-07-24;0.25217;-105.575874;North Pacific Ocean;;DAY;Unclassified;HNO3:1;1;L2_27;
2024-07-24;28.688046;-111.3031;Mexico;Sonora;DAY;Unclassified;CO:1;1;L2_28;
2024-07-24;37.40711;-100.31155;United States;Kansas;DAY;Unclassified;HCOOH:2,CO:2,CO2:1,NH3:4;9;L2_29;
2024-07-24;52.851364;-99.25579;Canada;Manitoba;DAY;Unclassified;HCOOH:3;3;L2_31;
2024-07-24;-42.523613;-17.036701;South Atlantic Ocean;;DAY;Unclassified;C2H4:2;2;L2_33;
2024-07-24;17.32176;155.08937;North Pacific Ocean;;NIGHT;Unclassified;CaCO3:1;1;L2_34;
2024-07-24;34.193924;157.02423;North Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_35;
2024-07-24;34.477562;148.87846;North Pacific Ocean;;NIGHT;Unclassified;CO2:1;1;L2_36;
2024-07-24;-66.63785;-138.92523;Southern Ocean;;NIGHT;Unclassified;HNO3:4;4;L2_37;
2024-07-24;-18.785498;-137.39531;South Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_39;
2024-07-24;24.92752;-150.85544;North Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_40;
2024-07-24;67.12161;166.72057;Russian Federation;Chukot;DAY;Unclassified;HNO3:2;2;L2_41;
2024-07-24;68.41764;-169.62766;Chukchi Sea;;DAY;Unclassified;NH3:1;1;L2_42;
2024-07-24;73.5862;72.08735;Kara Sea;;DAY;Unclassified;C2H2:1;1;L2_43;
2024-07-24;-74.83528;-37.304546;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_44;
2024-07-24;-4.7137184;155.12679;South Pacific Ocean;;DAY;Unclassified;C2H4:1,NH3:2;3;L2_45;
2024-07-24;54.83047;161.40897;Russian Federation;Kamchatka;DAY;Unclassified;SO2:31;31;L2_46;
2024-07-24;-43.594437;-167.48676;South Pacific Ocean;;NIGHT;Unclassified;HCOOH:2;2;L2_47;
2024-07-24;-22.82583;23.78216;Botswana;Ghanzi;DAY;Unclassified;NH3:2;2;L2_48;
2024-07-24;-7.896672;25.932703;Congo DRC;Haut-Lomami;DAY;Unclassified;C2H4:1,CO:1;2;L2_49;
2024-07-24;-3.4058816;-173.65851;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_50;
2024-07-24;-0.7049999;20.911669;Congo DRC;Tshuapa;DAY;Unclassified;NH3:1;1;L2_51;
2024-07-24;-49.80696;94.02165;Indian Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_52;
2024-07-24;-69.992294;-57.72804;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_53;
2024-07-24;-66.74406;-113.966545;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_54;
2024-07-24;-66.76345;-103.60283;Southern Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_55;
2024-07-24;-65.08437;-66.61129;Southern Ocean;;NIGHT;Unclassified;HNO3:2,NH3:1;3;L2_56;
2024-07-24;-22.39581;112.83403;Indian Ocean;;NIGHT;Unclassified;CO2:3;3;L2_58;
2024-07-24;-22.44097;-55.829086;Paraguay;Amambay;DAY;Unclassified;HCOOH:1;1;L2_59;
2024-07-24;-16.963642;-59.227776;Bolivia;Santa Cruz;DAY;Unclassified;CO:1;1;L2_60;
2024-07-24;-6.9797497;-48.811264;Brazil;Tocantins;DAY;Unclassified;NH3:1;1;L2_61;
2024-07-24;12.132301;-47.823967;North Atlantic Ocean;;DAY;Unclassified;NH3:2;2;L2_62;
