date;cluster_center_lat;cluster_center_lon;Country/Sea;Region;DAY/NIGHT;cluster_category;cluster_indicators;ndetection;cluster_number;indicators
2024-06-10;23.728573;51.960827;United Arab Emirates;Abu Dhabi;DAY;fire_type_1;C2H4_1:24,CO2_1:113,CO2_2:48,CO_3:69,HCOOH_1:32,HNO3_1:205,NH3_2:5,NH3_3:4;500;L3_6;
2024-06-10;18.552174;52.410435;Oman;Dhofar;NIGHT;others;HCOOH_1:13,HNO3_1:38,HNO3_2:1,NH3_2:1;53;L3_7;
2024-06-10;25.24494;1.9483;Algeria;Tamanghasset;DAY;fire_type_1;C2H4_1:16,CO2_1:59,CO2_2:6,CO_3:50,HCOOH_1:4;135;L3_8;
2024-06-10;21.11169;31.033749;Sudan;Northern;DAY;fire_type_1;C2H4_1:1,CO2_1:1,CO_3:3;5;L3_10;
2024-06-10;22.259201;46.708824;Saudi Arabia;Ar Riyad;NIGHT;others;CO2_1:2,HCOOH_1:1,HNO3_1:6,NH3_2:1,NH3_3:1;11;L3_9;
2024-06-10;26.896517;25.158373;Egypt;Al Wadi al Jadid;DAY;fire_type_1;C2H4_1:5,CO2_1:16,CO2_2:22,CO_3:21,HCOOH_1:2,HNO3_1:29;95;L3_12;
2024-06-10;22.5564;28.659065;Egypt;Al Wadi al Jadid;NIGHT;extrem;CO_3 CO2_1 Band_1 Band_3;4;L3_3;
2024-06-10;25.645164;13.055762;Libya;Murzuq;DAY;fire_type_1;C2H4_1:3,CO2_1:3,CO_3:2;8;L3_13;
2024-06-10;27.896046;76.219925;India;Rajasthan;DAY;fire_type_1;CO2_1:23,CO_3:7,HCOOH_1:21,NH3_2:25;76;L3_14;
2024-06-10;30.614641;44.398525;Iraq;Al-Muthannia;DAY;fire_type_1;CO2_1:3,CO_3:3,HNO3_1:8;14;L3_15;
2024-06-10;30.761387;65.31597;Afghanistan;Kandahar;DAY;extrem;SO2_3 Band_1 Band_2 Band_3;4;L3_5;
2024-06-10;32.716965;55.879444;Iran;Yazd;NIGHT;others;HNO3_1:5;5;L3_11;
2024-06-10;35.990055;116.75902;China;Shandong;DAY;fire;HCOOH_1:125,NH3_2:79,NH3_3:47;251;L3_16;
2024-06-10;37.046326;68.851265;Afghanistan;Kunduz;DAY;extrem;HCOOH_1 NH3_2 Band_1 Band_3;4;L3_4;
2024-06-10;39.127373;81.37389;China;Xinjiang Uygur;DAY;fire_type_1;CO2_1:28,CO_3:3,HCOOH_1:7,HNO3_1:4,NH3_2:2,NH3_3:1;45;L3_17;
2024-06-10;42.59971;90.14655;China;Xinjiang Uygur;DAY;fire_type_1;CO2_1:2,CO_3:1,HCOOH_1:1,NH3_2:2,NH3_3:1;7;L3_18;
2024-06-10;63.936176;-22.472038;Iceland;Suðurnes;DAY;extrem;CO_1 CO_3 CO2_1 Band_3;4;L3_2;
2024-06-10;64.81789;127.639114;Russian Federation;Sakha;DAY;extrem;CO_1 CO_2 CO_3 CO2_1 Band_3;5;L3_1;
2024-06-10;-35.17744;-84.645485;South Pacific Ocean;;NIGHT;Unclassified;C2H4:2;2;L2_1;
2024-06-10;35.743904;49.651752;Iran;Qazvin;DAY;Unclassified;C2H2:6,C2H4:20,CaCO3:18,CH3OH:24,HCN:1,HCOOH:10,HNO3:31,CO:87,CO2:80,NH3:71,SO2:63;411;L2_2;
2024-06-10;-35.512283;92.57704;Indian Ocean;;NIGHT;Unclassified;SO2:2;2;L2_4;
2024-06-10;-30.473932;-86.96106;South Pacific Ocean;;DAY;Unclassified;NH3:1;1;L2_5;
2024-06-10;-7.6395473;-87.08085;South Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_6;
2024-06-10;1.6524631;81.5604;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_7;
2024-06-10;29.51923;104.272804;China;Sichuan;NIGHT;Unclassified;NH3:1;1;L2_8;
2024-06-10;29.977982;31.432383;Egypt;Al Qahirah;NIGHT;Unclassified;C2H4:2,CaCO3:1,HCOOH:4,HNO3:6,CO:1,CO2:2,NH3:5,SO2:2;23;L2_3;
2024-06-10;63.86542;70.791016;Russian Federation;Khanty-Mansiy;DAY;Unclassified;NH3:2;2;L2_9;
2024-06-10;-28.719488;115.10232;Australia;Western Australia;DAY;Unclassified;HNO3:1;1;L2_10;
2024-06-10;-22.413399;116.33432;Australia;Western Australia;DAY;Unclassified;HCOOH:1;1;L2_11;
2024-06-10;-18.3911;122.9201;Australia;Western Australia;DAY;Unclassified;CaCO3:1;1;L2_12;
2024-06-10;-8.87609;122.51096;Savu Sea;;DAY;Unclassified;NH3:1;1;L2_13;
2024-06-10;35.05394;116.30731;China;Shandong;DAY;Unclassified;CaCO3:1,NH3:7;8;L2_14;
2024-06-10;36.77474;127.10433;South Korea;Chungcheongnam-do;DAY;Unclassified;NH3:1;1;L2_16;
2024-06-10;44.01619;125.540726;China;Jilin;DAY;Unclassified;C2H4:1;1;L2_17;
2024-06-10;50.503277;130.21696;Russian Federation;Amur;DAY;Unclassified;NH3:1;1;L2_18;
2024-06-10;62.944016;136.4112;Russian Federation;Sakha;DAY;Unclassified;CO:1,CO2:1;2;L2_19;
2024-06-10;64.67347;150.74269;Russian Federation;Sakha;DAY;Unclassified;C2H2:1,NH3:1;2;L2_20;
2024-06-10;64.56057;118.88322;Russian Federation;Sakha;DAY;Unclassified;NH3:1;1;L2_21;
2024-06-10;-44.14831;124.50743;Indian Ocean;;DAY;Unclassified;C2H2:2;2;L2_22;
2024-06-10;-43.451885;-23.384857;South Atlantic Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_23;
2024-06-10;3.9128888;-48.954224;North Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_24;
2024-06-10;22.318724;-55.60317;North Atlantic Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_25;
2024-06-10;-85.521576;-124.34842;Antarctica;;NIGHT;Unclassified;NH3:2;2;L2_26;
2024-06-10;-17.10792;165.13672;Coral Sea;;DAY;Unclassified;HNO3:1;1;L2_27;
2024-06-10;56.094208;-169.85683;Bering Sea;;DAY;Unclassified;NH3:2;2;L2_28;
2024-06-10;61.27786;-158.69418;United States;Alaska;DAY;Unclassified;HNO3:1;1;L2_29;
2024-06-10;11.54198;-24.56397;North Atlantic Ocean;;DAY;Unclassified;NH3:1;1;L2_30;
2024-06-10;59.76825;118.15803;Russian Federation;Sakha;DAY;Unclassified;NH3:1;1;L2_31;
2024-06-10;28.662334;-106.70949;Mexico;Chihuahua;DAY;Unclassified;C2H2:1,C2H4:1,CH3OH:1,HCN:2,HCOOH:3,HNO3:1,CO:13,CO2:6,NH3:2,SO2:1;31;L2_32;
2024-06-10;74.07895;44.713688;Barentsz Sea;;DAY;Unclassified;NH3:1;1;L2_34;
2024-06-10;-25.421507;15.103627;Namibia;!Karas;NIGHT;Unclassified;HCOOH:2;2;L2_36;
2024-06-10;-2.2205966;-161.20522;South Pacific Ocean;;DAY;Unclassified;HNO3:2;2;L2_37;
2024-06-10;12.827042;-154.37001;North Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_38;
2024-06-10;19.609413;-155.43417;United States;Hawaii;DAY;Unclassified;CaCO3:1,CO2:1,SO2:1;3;L2_39;
2024-06-10;-16.385418;144.16621;Australia;Queensland;NIGHT;Unclassified;HNO3:1;1;L2_40;
2024-06-10;37.13028;118.158356;China;Shandong;NIGHT;Unclassified;NH3:3;3;L2_15;
2024-06-10;-21.758224;16.346542;Namibia;Erongo;DAY;Unclassified;NH3:2;2;L2_35;
2024-06-10;-7.9327555;19.011095;Congo DRC;Kwango;DAY;Unclassified;HNO3:2,CO:1,CO2:1;4;L2_41;
2024-06-10;7.139176;27.761822;South Sudan;West Bahr-al-Ghazal;DAY;Unclassified;SO2:2;2;L2_42;
2024-06-10;49.963604;43.901604;Russian Federation;Volgograd;DAY;Unclassified;C2H4:2,CO2:4,NH3:1;7;L2_43;
2024-06-10;49.11293;36.068775;Ukraine;Kharkiv;DAY;Unclassified;CaCO3:1;1;L2_44;
2024-06-10;-50.47069;44.7439;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_45;
2024-06-10;42.25477;19.684416;Albania;Shkodër;NIGHT;Unclassified;SO2:2;2;L2_46;
2024-06-10;42.754227;12.108874;Italy;Umbria;NIGHT;Unclassified;HNO3:2;2;L2_47;
2024-06-10;-18.407024;-121.16658;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_48;
2024-06-10;-17.900448;-128.23201;South Pacific Ocean;;NIGHT;Unclassified;CaCO3:1;1;L2_49;
2024-06-10;-9.382881;-131.14908;South Pacific Ocean;;NIGHT;Unclassified;CaCO3:2;2;L2_51;
2024-06-10;0.66804;-125.72777;North Pacific Ocean;;NIGHT;Unclassified;HCOOH:1;1;L2_52;
2024-06-10;-23.02836;-70.591805;South Pacific Ocean;;NIGHT;Unclassified;HCOOH:1;1;L2_53;
2024-06-10;63.07511;129.92159;Russian Federation;Sakha;DAY;Unclassified;NH3:1;1;L2_54;
2024-06-10;63.673424;113.724495;Russian Federation;Sakha;DAY;Unclassified;NH3:1;1;L2_55;
2024-06-10;64.09492;105.773026;Russian Federation;Krasnoyarsk;DAY;Unclassified;C2H4:1;1;L2_56;
2024-06-10;-54.34991;-144.04443;South Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_57;
2024-06-10;-49.163296;-139.86014;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_58;
2024-06-10;6.2338395;-145.56926;North Pacific Ocean;;NIGHT;Unclassified;CaCO3:1;1;L2_59;
2024-06-10;32.93084;-151.79616;North Pacific Ocean;;NIGHT;Unclassified;HCOOH:2;2;L2_60;
2024-06-10;-21.116768;-131.41884;South Pacific Ocean;;DAY;Unclassified;CaCO3:1;1;L2_61;
2024-06-10;-6.4486594;-130.86125;South Pacific Ocean;;DAY;Unclassified;CaCO3:1;1;L2_50;
2024-06-10;44.186275;-119.95027;United States;Oregon;DAY;Unclassified;NH3:1;1;L2_62;
2024-06-10;56.01874;-119.36778;Canada;Alberta;DAY;Unclassified;CH3OH:1;1;L2_63;
2024-06-10;81.247925;-6.9028897;Greenland Sea;;DAY;Unclassified;CaCO3:1;1;L2_64;
2024-06-10;82.774086;-136.7752;Arctic Ocean;;DAY;Unclassified;C2H4:1;1;L2_65;
2024-06-10;-29.99699;161.95947;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_66;
2024-06-10;-65.5011;4.32005;Southern Ocean;;NIGHT;Unclassified;NH3:1;1;L2_67;
2024-06-10;13.733758;41.35898;Eritrea;Debubawi Keyih Bahri;DAY;Unclassified;C2H4:1,HCOOH:1,CO:1;3;L2_68;
2024-06-10;65.23157;-151.28322;United States;Alaska;DAY;Unclassified;C2H4:6,CO:3,NH3:3;12;L2_69;
2024-06-10;-4.147724;65.46346;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_70;
2024-06-10;38.087463;-109.78135;United States;Utah;NIGHT;Unclassified;CO2:2,NH3:1;3;L2_33;
2024-06-10;50.44775;70.34274;Kazakhstan;Aqmola;DAY;Unclassified;C2H4:1;1;L2_71;
2024-06-10;67.087006;122.80943;Russian Federation;Sakha;DAY;Unclassified;C2H2:1;1;L2_72;
2024-06-10;-20.333895;-172.83699;South Pacific Ocean;;NIGHT;Unclassified;CO2:2;2;L2_73;
2024-06-10;-16.412338;-166.73933;South Pacific Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_74;
2024-06-10;24.747948;-177.98914;North Pacific Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_75;
2024-06-10;38.14829;2.830152;Mediterranean Sea - Western Basin;;DAY;Unclassified;NH3:2;2;L2_76;
2024-06-10;37.561665;160.31018;North Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_77;
2024-06-10;-57.538643;161.69208;South Pacific Ocean;;DAY;Unclassified;NH3:2;2;L2_78;
2024-06-10;-35.180252;-6.8459816;South Atlantic Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_79;
2024-06-10;2.96879;-21.189873;North Atlantic Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_80;
2024-06-10;32.886726;-29.311024;North Atlantic Ocean;;NIGHT;Unclassified;NH3:1;1;L2_81;
2024-06-10;-80.24859;-72.962616;Southern Ocean;;NIGHT;Unclassified;CaCO3:2;2;L2_82;
2024-06-10;-64.84507;112.86837;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_83;
2024-06-11;-6.226997;19.326149;Congo DRC;Kwilu;DAY;fire_type_1;CO2_1:2,CO_3:2;4;L3_15;
2024-06-11;25.394236;54.548126;Persian Gulf;;DAY;fire_type_1;C2H4_1:11,CO2_1:121,CO2_2:29,CO_1:15,CO_3:66,HCOOH_1:11,HNO3_1:234,NH3_2:2,NH3_3:3;492;L3_1;
2024-06-11;24.010435;29.277525;Egypt;Al Wadi al Jadid;DAY;fire_type_1;C2H4_1:5,CO2_1:22,CO2_2:28,CO_1:3,CO_3:16,HNO3_1:17;91;L3_3;
2024-06-11;19.123785;52.878113;Oman;Dhofar;NIGHT;others;CO2_2:2,CaCO3_1:4,HCOOH_1:12,HNO3_1:55,NH3_2:2;75;L3_2;
2024-06-11;27.01877;6.9619207;Algeria;Illizi;DAY;fire_type_1;C2H4_1:15,CO2_1:114,CO2_2:5,CO_1:6,CO_3:56,HNO3_1:12;208;L3_4;
2024-06-11;25.956818;82.02061;India;Uttar Pradesh;DAY;fire_type_1;CO2_1:1,CO_3:3,HCOOH_1:7,NH3_1:0,NH3_2:8;19;L3_6;
2024-06-11;30.188915;39.06888;Saudi Arabia;Al Jawf;DAY;fire_type_1;C2H4_1:4,CO2_1:10,CO2_2:14,CO_1:3,CO_3:8,HNO3_1:11;50;L3_5;
2024-06-11;29.096754;74.5004;India;Rajasthan;DAY;fire_type_1;CO2_1:17,CO2_2:5,CO_3:3,HCOOH_1:20,HNO3_1:1,NH3_1:4,NH3_2:16;66;L3_7;
2024-06-11;28.381369;-112.015305;Gulf of California;;DAY;fire;C2H4_1:1,CO2_2:2;3;L3_16;
2024-06-11;29.168001;18.966805;Libya;Al Wahat;DAY;others;CO_1:1,CO_3:2,HNO3_1:3;6;L3_8;
2024-06-11;35.478127;-116.61225;United States;California;DAY;fire_type_1;CO2_1:1,CO2_2:3,CO_3:4,HCOOH_1:4,HNO3_1:10;22;L3_9;
2024-06-11;35.99467;117.07214;China;Shandong;DAY;fire;CO2_2:1,HCOOH_1:45,NH3_1:19,NH3_2:31,NH3_3:22;118;L3_10;
2024-06-11;40.31976;84.18732;China;Xinjiang Uygur;DAY;fire_type_1;CO2_1:60,CO_3:14,HCOOH_1:29,HNO3_1:13,NH3_1:1,NH3_2:12,NH3_3:2;131;L3_11;
2024-06-11;40.89192;-118.15489;United States;Nevada;DAY;fire_type_1;C2H4_1:4,CO2_1:3,CO_3:5,NH3_3:2;14;L3_12;
2024-06-11;42.97143;121.94228;China;Nei Mongol;DAY;others;CO_3:1,HCOOH_1:4,HNO3_1:1,NH3_2:2;8;L3_13;
2024-06-11;43.923233;97.17893;Mongolia;Govi-Altay;DAY;fire_type_1;CO2_1:3,CO_3:3,NH3_2:1;7;L3_14;
2024-06-11;-4.4248705;-123.450455;South Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_1;
2024-06-11;72.469864;86.28287;Russian Federation;Krasnoyarsk;DAY;Unclassified;C2H4:1;1;L2_2;
2024-06-11;73.37128;81.19474;Russian Federation;Krasnoyarsk;DAY;Unclassified;C2H4:1;1;L2_3;
2024-06-11;-43.257023;-29.678457;South Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_4;
2024-06-11;-25.560923;-33.063038;South Atlantic Ocean;;NIGHT;Unclassified;NH3:5;5;L2_5;
2024-06-11;2.65655;157.69809;North Pacific Ocean;;DAY;Unclassified;NH3:1;1;L2_6;
2024-06-11;29.266365;156.36177;North Pacific Ocean;;DAY;Unclassified;SO2:2;2;L2_7;
2024-06-11;-72.61637;-22.445204;Southern Ocean;;NIGHT;Unclassified;NH3:2;2;L2_8;
2024-06-11;37.26243;-92.97952;United States;Missouri;NIGHT;Unclassified;SO2:2;2;L2_9;
2024-06-11;10.65491;49.648956;Somalia;Bari;DAY;Unclassified;CO2:1;1;L2_10;
2024-06-11;13.380329;41.724266;Eritrea;Debubawi Keyih Bahri;DAY;Unclassified;NH3:3,SO2:2;5;L2_11;
2024-06-11;34.80269;53.403778;Iran;Semnan;DAY;Unclassified;C2H2:11,C2H4:30,CaCO3:17,CH3OH:5,HCN:3,HCOOH:28,HNO3:12,CO:76,CO2:65,NH3:73,SO2:77;397;L2_13;
2024-06-11;56.01977;69.49885;Russian Federation;Tyumen';DAY;Unclassified;SO2:2;2;L2_15;
2024-06-11;59.962345;103.695816;Russian Federation;Krasnoyarsk;DAY;Unclassified;NH3:1;1;L2_16;
2024-06-11;-29.60071;-45.8451;South Atlantic Ocean;;NIGHT;Unclassified;NH3:2;2;L2_17;
2024-06-11;51.50023;127.03681;Russian Federation;Amur;DAY;Unclassified;CH3OH:1;1;L2_18;
2024-06-11;65.28024;127.03493;Russian Federation;Sakha;DAY;Unclassified;CH3OH:2,CO2:1;3;L2_19;
2024-06-11;-32.5502;100.697586;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_20;
2024-06-11;30.393145;32.806095;Egypt;Al Isma`iliyah;NIGHT;Unclassified;C2H2:2,C2H4:2,CaCO3:6,HCOOH:4,HNO3:12,CO:2,CO2:5,NH3:10,SO2:2;45;L2_14;
2024-06-11;-3.2465098;-178.28018;South Pacific Ocean;;DAY;Unclassified;NH3:1;1;L2_21;
2024-06-11;-23.739155;150.96771;Australia;Queensland;NIGHT;Unclassified;NH3:2;2;L2_22;
2024-06-11;-22.34446;138.99123;Australia;Queensland;NIGHT;Unclassified;HCN:1;1;L2_23;
2024-06-11;13.7423;129.9818;Philippine Sea;;NIGHT;Unclassified;NH3:1,SO2:1;2;L2_24;
2024-06-11;-66.132225;-43.21465;Southern Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_25;
2024-06-11;-61.96473;-63.053432;Southern Ocean;;NIGHT;Unclassified;HCOOH:1;1;L2_26;
2024-06-11;-59.449116;160.98871;South Pacific Ocean;;NIGHT;Unclassified;NH3:2;2;L2_27;
2024-06-11;19.060469;-13.719033;Mauritania;Adrar;DAY;Unclassified;C2H4:4,CH3OH:1,HCOOH:2,CO:3,NH3:1,SO2:1;12;L2_28;
2024-06-11;61.266808;-14.339572;North Atlantic Ocean;;DAY;Unclassified;NH3:2;2;L2_30;
2024-06-11;-5.4616194;-11.7524185;South Atlantic Ocean;;DAY;Unclassified;CaCO3:1;1;L2_31;
2024-06-11;-22.16156;-12.225638;South Atlantic Ocean;;NIGHT;Unclassified;SO2:2;2;L2_32;
2024-06-11;19.793343;-12.067773;Mauritania;Adrar;NIGHT;Unclassified;CaCO3:1,HNO3:2;3;L2_29;
2024-06-11;36.931923;-30.123447;North Atlantic Ocean;;NIGHT;Unclassified;C2H4:1;1;L2_33;
2024-06-11;7.0982895;-155.23564;North Pacific Ocean;;DAY;Unclassified;CaCO3:1;1;L2_34;
2024-06-11;54.18772;28.877174;Belarus;Minsk;NIGHT;Unclassified;C2H4:1;1;L2_35;
2024-06-11;68.76808;-147.01158;United States;Alaska;DAY;Unclassified;C2H2:1;1;L2_36;
2024-06-11;74.14546;-0.9034961;Greenland Sea;;DAY;Unclassified;NH3:2;2;L2_37;
2024-06-11;-66.40414;-87.97639;Southern Ocean;;NIGHT;Unclassified;CH3OH:1,NH3:1;2;L2_38;
2024-06-11;-46.102703;122.93381;Indian Ocean;;NIGHT;Unclassified;NH3:2;2;L2_39;
2024-06-11;-25.220589;-67.99965;Argentina;Salta;DAY;Unclassified;SO2:1;1;L2_40;
2024-06-11;-18.325289;-50.658455;Brazil;Goiás;DAY;Unclassified;CO:2;2;L2_41;
2024-06-11;-12.827559;107.096756;Indian Ocean;;NIGHT;Unclassified;NH3:1;1;L2_42;
2024-06-11;-54.476273;-105.83267;South Pacific Ocean;;NIGHT;Unclassified;CH3OH:1;1;L2_43;
2024-06-11;19.24283;-76.23367;Caribbean Sea;;DAY;Unclassified;C2H4:2;2;L2_44;
2024-06-11;34.448925;131.37967;Japan Sea;;DAY;Unclassified;NH3:2;2;L2_45;
2024-06-11;44.113476;134.78275;Russian Federation;Primor'ye;DAY;Unclassified;C2H4:1,CH3OH:1;2;L2_46;
2024-06-11;-75.60856;70.13579;Antarctica;;NIGHT;Unclassified;C2H4:1;1;L2_47;
2024-06-11;-55.476578;-130.21622;South Pacific Ocean;;DAY;Unclassified;CH3OH:1;1;L2_48;
2024-06-11;-11.675288;-132.82826;South Pacific Ocean;;DAY;Unclassified;HCOOH:2;2;L2_49;
2024-06-11;-3.178426;37.347023;Tanzania;Kilimanjaro;NIGHT;Unclassified;NH3:2;2;L2_50;
2024-06-11;1.2712901;-124.19335;North Pacific Ocean;;DAY;Unclassified;HNO3:1;1;L2_51;
2024-06-11;8.56987;39.9337;Ethiopia;Oromia;NIGHT;Unclassified;CaCO3:1;1;L2_12;
2024-06-11;15.281212;-129.60316;North Pacific Ocean;;DAY;Unclassified;NH3:1;1;L2_52;
2024-06-11;-7.81074;-152.53647;South Pacific Ocean;;NIGHT;Unclassified;SO2:2;2;L2_53;
2024-06-11;0.06899;18.535658;Congo DRC;Équateur;DAY;Unclassified;C2H4:1;1;L2_54;
2024-06-11;19.617542;-147.00714;North Pacific Ocean;;NIGHT;Unclassified;CaCO3:1,NH3:1;2;L2_55;
2024-06-11;25.879686;-151.0152;North Pacific Ocean;;NIGHT;Unclassified;CO2:2;2;L2_56;
2024-06-11;27.389559;-157.63763;North Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_57;
2024-06-11;50.26311;48.858273;Kazakhstan;West Kazakhstan;DAY;Unclassified;CO:2;2;L2_58;
2024-06-11;51.892925;40.36991;Russian Federation;Voronezh;DAY;Unclassified;NH3:1;1;L2_59;
2024-06-11;-27.69225;67.453674;Indian Ocean;;DAY;Unclassified;NH3:2;2;L2_60;
2024-06-11;-0.6809109;71.521324;Indian Ocean;;DAY;Unclassified;NH3:3;3;L2_61;
2024-06-11;7.56172;76.08901;Laccadive Sea;;DAY;Unclassified;C2H4:1,NH3:1;2;L2_62;
2024-06-11;57.923565;97.998566;Russian Federation;Krasnoyarsk;DAY;Unclassified;NH3:1;1;L2_63;
2024-06-11;66.924194;105.51029;Russian Federation;Krasnoyarsk;DAY;Unclassified;CH3OH:1;1;L2_64;
2024-06-11;-62.35251;-16.597445;Southern Ocean;;NIGHT;Unclassified;C2H2:1,HNO3:1,NH3:2;4;L2_65;
2024-06-11;-28.514748;-173.19733;South Pacific Ocean;;NIGHT;Unclassified;HNO3:1;1;L2_66;
2024-06-11;-9.093703;21.34261;Angola;Lunda Sul;DAY;Unclassified;CO:3,CO2:3,NH3:2;8;L2_67;
2024-06-11;19.09341;-178.72185;North Pacific Ocean;;NIGHT;Unclassified;C2H4:1,SO2:1;2;L2_68;
2024-06-11;34.28285;-112.90127;United States;Arizona;DAY;Unclassified;CaCO3:2,CH3OH:1,HCOOH:1,HNO3:1,CO:11,CO2:4,NH3:4,SO2:3;27;L2_69;
2024-06-11;50.746456;-111.93379;Canada;Alberta;DAY;Unclassified;CH3OH:1,CO2:2;3;L2_70;
2024-06-11;65.63808;-129.18776;Canada;Northwest Territories;DAY;Unclassified;HCOOH:1;1;L2_71;
2024-06-11;20.621412;154.31514;North Pacific Ocean;;NIGHT;Unclassified;CO2:2;2;L2_72;
2024-06-11;-60.035435;80.16034;Southern Ocean;;NIGHT;Unclassified;NH3:2;2;L2_73;
2024-06-11;20.99197;-103.97953;Mexico;Jalisco;DAY;Unclassified;NH3:1;1;L2_74;
2024-06-12;-19.710829;-34.876;South Atlantic Ocean;;NIGHT;extrem;CO_1 CO_2 CO_3 CO2_1 Band_3;5;L3_1;
2024-06-12;14.801087;-11.69023;Mali;Kayes;DAY;fire;C2H4_1:2,CO2_1:2;4;L3_4;
2024-06-12;18.879946;53.431;Oman;Dhofar;DAY;fire_type_1;C2H4_1:7,CO2_1:10,CO2_2:3,CO_3:5,HNO3_1:149;174;L3_6;
2024-06-12;27.679037;36.065033;Saudi Arabia;Tabuk;DAY;fire_type_1;C2H4_1:10,CO2_1:34,CO2_2:46,CO_3:26,HNO3_1:26,NH3_2:11,SO2_3:8;161;L3_8;
2024-06-12;17.78174;-13.24758;Mauritania;Brakna;DAY;fire;C2H4_1:1,CO2_1:1,CO2_2:1,NH3_2:1;4;L3_7;
2024-06-12;19.844372;54.437668;Saudi Arabia;Ash-Sharqīyah;NIGHT;others;CO2_1:1,HCOOH_1:9,HNO3_1:17;27;L3_5;
2024-06-12;26.553541;10.640739;Libya;Ghat;DAY;fire_type_1;C2H4_1:4,CO2_1:99,CO2_2:12,CO_3:38,HNO3_1:8,NH3_2:3,SO2_3:16;180;L3_9;
2024-06-12;23.148924;42.718567;Saudi Arabia;Ar Riyad;DAY;fire_type_1;CO2_1:2,CO2_2:1,CO_3:2;5;L3_10;
2024-06-12;28.574886;77.60902;India;Uttar Pradesh;DAY;fire_type_1;CO2_1:1,CO2_2:1,CO_3:2,HCOOH_1:15,NH3_1:9,NH3_2:28,SO2_3:3;59;L3_11;
2024-06-12;31.257355;60.8229;Iran;South Khorasan;DAY;fire_type_1;C2H4_1:8,CO2_1:101,CO2_2:34,CO_3:30,HCOOH_1:1,HNO3_1:51,NH3_1:1,NH3_2:9,SO2_3:9;244;L3_13;
2024-06-12;28.084394;-6.6950827;Algeria;Tindouf;DAY;fire_type_1;C2H4_1:2,CO2_1:3,CO2_2:1,CO_3:3,SO2_3:5;14;L3_12;
2024-06-12;29.12289;86.27097;China;Xizang;DAY;fire_type_1;CO2_1:1,CO2_2:12,CO_3:1,SO2_3:8;22;L3_14;
2024-06-12;34.88576;-113.31855;United States;Arizona;DAY;fire_type_1;C2H4_1:7,CO2_1:21,CO2_2:12,CO_3:26,HCOOH_1:11,HNO3_1:6,NH3_3:1,SO2_6:13;97;L3_15;
2024-06-12;32.16342;71.76745;Pakistan;Punjab;DAY;fire_type_1;CO2_1:1,CO2_2:1,CO_3:1,HCOOH_1:3,NH3_1:1,NH3_2:7;14;L3_16;
2024-06-12;33.170197;85.14001;China;Xizang;DAY;others;CO2_2:1,SO2_3:6;7;L3_17;
2024-06-12;35.62946;116.05534;China;Shandong;DAY;others;CO2_2:1,HCOOH_1:50,HNO3_1:1,NH3_1:6,NH3_2:7,NH3_3:3;68;L3_18;
2024-06-12;39.48351;82.99829;China;Xinjiang Uygur;DAY;fire_type_1;CO2_1:14,CO2_2:1,CO_3:1,HCOOH_1:5,HNO3_1:3,NH3_2:6;30;L3_19;
2024-06-12;41.506073;94.87538;China;Gansu;DAY;fire;CO_3:1,HCOOH_1:3,NH3_2:1,NH3_3:1;6;L3_21;
2024-06-12;42.718014;65.15607;Uzbekistan;Navoiy;DAY;fire;CO2_1:8,CO2_2:13,NH3_2:1;22;L3_20;
2024-06-12;52.00535;-69.20042;Canada;Québec;DAY;extrem;CO_2 CO_3 CO2_1 Band_3;4;L3_3;
2024-06-12;53.8579;-66.78877;Canada;Newfoundland and Labrador;DAY;extrem;CO_1 CO_3 CO2_1 Band_3;4;L3_2;
2024-06-12;19.418926;-137.3752;North Pacific Ocean;;NIGHT;Unclassified;HNO3:2;2;L2_1;
2024-06-12;20.06442;-150.17958;North Pacific Ocean;;NIGHT;Unclassified;NH3:1;1;L2_2;
2024-06-12;28.85035;-148.08131;North Pacific Ocean;;NIGHT;Unclassified;C2H4:1,CO:1;2;L2_3;
